"items","intext","outtext","goldtext","inname","inconstraint","outname","outconstraint","goldname","goldconstraint","changed","correct","entity_name matched"
"131","Cap 9-12 cm, convex to somewhat centrally depressed, young convex with applanate centre and incurved margin connected to the stem by a thin, white, fimbriate-subscaly veil, margin finally straight and extending 2.5 mm beyond the gills, mostly with some remnants of veil, young white and densely fimbriate-small scaly, scales thin, somewhat larger and denser towards margin, centre ± cracking into coarser, ± brownish scales, but also often smooth.","Cap 9-12 cm, convex to somewhat centrally depressed, young convex with applanate centre and incurved margin connected to the stem by a thin, white, fimbriate-subscaly veil, margin finally straight and extending 2.5 mm beyond the gills, mostly with some remnants of veil, young white and densely fimbriate-small scaly, scales thin, somewhat larger and denser towards margin, centre ± cracking into coarser, ± brownish scales, but also often smooth.","Cap 9-12 cm, convex to somewhat centrally depressed, young convex with applanate centre and incurved margin connected to the stem by a thin, white, fimbriate-subscaly veil, margin finally straight and extending 2.5 mm beyond the gills, mostly with some remnants of veil, young white and densely fimbriate-small scaly, scales thin, somewhat larger and denser towards margin, centre ± cracking into coarser, ± brownish scales, but also often smooth.","margin",,"margin","scale","margin","pileus","Y","N",""
"132","Cap 9-12 cm, convex to somewhat centrally depressed, young convex with applanate centre and incurved margin connected to the stem by a thin, white, fimbriate-subscaly veil, margin finally straight and extending 2.5 mm beyond the gills, mostly with some remnants of veil, young white and densely fimbriate-small scaly, scales thin, somewhat larger and denser towards margin, centre ± cracking into coarser, ± brownish scales, but also often smooth.","Cap 9-12 cm, convex to somewhat centrally depressed, young convex with applanate centre and incurved margin connected to the stem by a thin, white, fimbriate-subscaly veil, margin finally straight and extending 2.5 mm beyond the gills, mostly with some remnants of veil, young white and densely fimbriate-small scaly, scales thin, somewhat larger and denser towards margin, centre ± cracking into coarser, ± brownish scales, but also often smooth.","Cap 9-12 cm, convex to somewhat centrally depressed, young convex with applanate centre and incurved margin connected to the stem by a thin, white, fimbriate-subscaly veil, margin finally straight and extending 2.5 mm beyond the gills, mostly with some remnants of veil, young white and densely fimbriate-small scaly, scales thin, somewhat larger and denser towards margin, centre ± cracking into coarser, ± brownish scales, but also often smooth.","centre",,"centre","pileus","center","pileus","Y","Y",""
"133","chamber","chamber","chamber","chamber",,"chamber",,"chamber",,"N","Y",""
"134","component","component","component","component",,"component",,"component",,"N","Y",""
"135","Scattered pleurocystidia, with a granular content, measuring 33-66 x 16-25 µm and 35-50 x 18-29 µm, with a clavate to pyriform morphology have been observed in LAPAG 39 and PRM 842996 (type of A. caespitipes) respectively.","Scattered pleurocystidia, with a granular content, measuring 33-66 x 16-25 µm and 35-50 x 18-29 µm, with a clavate to pyriform morphology have been observed in LAPAG 39 and PRM 842996 (type of A. caespitipes) respectively.","Scattered pleurocystidia, with a granular content, measuring 33-66 x 16-25 µm and 35-50 x 18-29 µm, with a clavate to pyriform morphology have been observed in LAPAG 39 and PRM 842996 (type of A. caespitipes) respectively.","content",,"content","pleurocystidium","content","pleurocystidium","Y","Y",""
"136","Cheilocystidia catenulate, with one, two or more septa, very numerous, hyaline or with brown content;","Cheilocystidia catenulate, with one, two or more septa, very numerous, hyaline or with brown content;","Cheilocystidia catenulate, with one, two or more septa, very numerous, hyaline or with brown content;","content",,"content","cheilocystidium","content","cheilocystidium","Y","Y",""
"137","Basidia 17-20 x 6-7 µm, tetrasporic, at times trisporic, more rarely bisporic or monosporic, clavate or slightly truncate at the apex, with sterigmata up to 2 µm long and brown granular content.","Basidia 17-20 x 6-7 µm, tetrasporic, at times trisporic, more rarely bisporic or monosporic, clavate or slightly truncate at the apex, with sterigmata up to 2 µm long and brown granular content.","Basidia 17-20 x 6-7 µm, tetrasporic, at times trisporic, more rarely bisporic or monosporic, clavate or slightly truncate at the apex, with sterigmata up to 2 µm long and brown granular content.","apex",,"apex","basidium","apex","basidium","Y","Y",""
"138","Basidia 17-20 x 6-7 µm, tetrasporic, at times trisporic, more rarely bisporic or monosporic, clavate or slightly truncate at the apex, with sterigmata up to 2 µm long and brown granular content.","Basidia 17-20 x 6-7 µm, tetrasporic, at times trisporic, more rarely bisporic or monosporic, clavate or slightly truncate at the apex, with sterigmata up to 2 µm long and brown granular content.","Basidia 17-20 x 6-7 µm, tetrasporic, at times trisporic, more rarely bisporic or monosporic, clavate or slightly truncate at the apex, with sterigmata up to 2 µm long and brown granular content.","content",,"content","basidium","content","basidium","Y","Y",""
"139","Anomalous macrobasidia have been observed on the sides of lamellae, measuring for example 40 x 13 or 35 x 15 µm, and showing a granular content in LAPAG 39, and 52 x 20 µm, hyaline and similar to cheilocystidia but bearing sterigmata in PRM 842996 (type of A. caespitipes).","Anomalous macrobasidia have been observed on the sides of lamellae, measuring for example 40 x 13 or 35 x 15 µm, and showing a granular content in LAPAG 39, and 52 x 20 µm, hyaline and similar to cheilocystidia but bearing sterigmata in PRM 842996 (type of A. caespitipes).","Anomalous macrobasidia have been observed on the sides of lamellae, measuring for example 40 x 13 or 35 x 15 µm, and showing a granular content in LAPAG 39, and 52 x 20 µm, hyaline and similar to cheilocystidia but bearing sterigmata in PRM 842996 (type of A. caespitipes).","side",,"side","lamella","side","lamella","Y","Y",""
"140","Anomalous macrobasidia have been observed on the sides of lamellae, measuring for example 40 x 13 or 35 x 15 µm, and showing a granular content in LAPAG 39, and 52 x 20 µm, hyaline and similar to cheilocystidia but bearing sterigmata in PRM 842996 (type of A. caespitipes).","Anomalous macrobasidia have been observed on the sides of lamellae, measuring for example 40 x 13 or 35 x 15 µm, and showing a granular content in LAPAG 39, and 52 x 20 µm, hyaline and similar to cheilocystidia but bearing sterigmata in PRM 842996 (type of A. caespitipes).","Anomalous macrobasidia have been observed on the sides of lamellae, measuring for example 40 x 13 or 35 x 15 µm, and showing a granular content in LAPAG 39, and 52 x 20 µm, hyaline and similar to cheilocystidia but bearing sterigmata in PRM 842996 (type of A. caespitipes).","content",,"content","macrobasidium","content","macrobasidium","Y","Y",""
"141","Spores 7-9 x 6-7.5 µm, av. 8.2 x 6.9 µm, Q=1.09-1.18-1.29, av. 1.18, broadly ellipsoid to subglobose, brown, lacking an apical pore, with prominent hilar appendage, content granular or at times forming a large drop.","Spores 7-9 x 6-7.5 µm, av. 8.2 x 6.9 µm, Q=1.09-1.18-1.29, av. 1.18, broadly ellipsoid to subglobose, brown, lacking an apical pore, with prominent hilar appendage, content granular or at times forming a large drop.","Spores 7-9 x 6-7.5 µm, av. 8.2 x 6.9 µm, Q=1.09-1.18-1.29, av. 1.18, broadly ellipsoid to subglobose, brown, lacking an apical pore, with prominent hilar appendage, content granular or at times forming a large drop.","pore","apical","pore","spore apical","pore","spore apical","Y","Y",""
"142","Spores 7-9 x 6-7.5 µm, av. 8.2 x 6.9 µm, Q=1.09-1.18-1.29, av. 1.18, broadly ellipsoid to subglobose, brown, lacking an apical pore, with prominent hilar appendage, content granular or at times forming a large drop.","Spores 7-9 x 6-7.5 µm, av. 8.2 x 6.9 µm, Q=1.09-1.18-1.29, av. 1.18, broadly ellipsoid to subglobose, brown, lacking an apical pore, with prominent hilar appendage, content granular or at times forming a large drop.","Spores 7-9 x 6-7.5 µm, av. 8.2 x 6.9 µm, Q=1.09-1.18-1.29, av. 1.18, broadly ellipsoid to subglobose, brown, lacking an apical pore, with prominent hilar appendage, content granular or at times forming a large drop.","content",,"content","spore","content","spore","Y","Y",""
"143","Spores (5.5-) 6.5-8 (-8.5) x 4-5.5 (-6) μm, av. 7.2 x 5.2 µm, Q=1.3-1.54, av. 1.4, broadly ellipsoid, brown, thick-walled, sometimes with thin-walled apex, without an apical pore, with 1-2 refractive droplets or granular content.","Spores (5.5-) 6.5-8 (-8.5) x 4-5.5 (-6) μm, av. 7.2 x 5.2 µm, Q=1.3-1.54, av. 1.4, broadly ellipsoid, brown, thick-walled, sometimes with thin-walled apex, without an apical pore, with 1-2 refractive droplets or granular content.","Spores (5.5-) 6.5-8 (-8.5) x 4-5.5 (-6) μm, av. 7.2 x 5.2 µm, Q=1.3-1.54, av. 1.4, broadly ellipsoid, brown, thick-walled, sometimes with thin-walled apex, without an apical pore, with 1-2 refractive droplets or granular content.","apex",,"apex","spore","apex","spore","Y","Y",""
